# MNE-Annotations
# orig_time : 2013-11-26 23:15:06.468396   
# onset, duration, description
2189.747559,0.69287109375,sw
2193.960205,0.726806640625,sw
2195.088379,0.642333984375,sw
2198.215088,0.473388671875,sw
2198.756104,0.96337890625,sw
2205.060303,0.625244140625,kc
2207.612305,0.69287109375,ambiguo
2208.322266,1.40283203125,sw
2211.262939,1.031005859375,kc
2214.812256,0.642333984375,kc
2218.30249,0.507080078125,sw
2221.864502,0.760498046875,sw
2222.663086,1.166259765625,sw
2223.863037,1.5380859375,sw
2231.903809,0.84521484375,sw
2233.674316,0.69287109375,kc
2235.165771,0.6591796875,kc
2236.771484,0.642333984375,sw
2238.241943,0.844970703125,sw
2239.484131,0.9296875,sw
2241.541992,0.625244140625,sw
2242.234863,0.422607421875,sw
2250.0,30.0,3.0
2259.820801,0.87890625,sw
2260.78833,1.28466796875,sw
2262.089844,0.844970703125,sw
2263.644775,0.760498046875,sw
2269.403809,0.862060546875,sw
2277.901123,0.6591796875,ambiguo
2280.0,30.0,3.0
2296.547607,0.47314453125,sw
2297.730713,0.9970703125,sw
2302.158691,0.608642578125,sw
2304.000977,0.591552734375,sw
2307.296875,0.64208984375,sw
2309.329346,0.6083984375,sw
2310.0,30.0,3.0
2310.039062,1.18310546875,sw
2316.055908,0.79443359375,sw
2319.943359,1.335205078125,sw
2321.29541,0.980224609375,sw
2327.950439,0.760498046875,sw
2328.917969,0.77734375,sw
2331.381348,0.7099609375,sw
2336.11377,0.676025390625,sw
2337.651855,0.811279296875,sw
2340.0,30.0,3.0
2353.137695,0.980224609375,sw
2356.551758,0.980224609375,sw
2361.719482,0.81103515625,sw
2364.541992,0.709716796875,sw
2370.0,30.0,3.0
2370.030518,0.997314453125,sw
2372.261719,0.47314453125,sw
2375.485596,0.77734375,sw
2400.0,30.0,3.0
2430.0,30.0,3.0
2460.0,30.0,3.0
2490.0,30.0,3.0
2520.0,30.0,2.0
2550.0,30.0,2.0
2580.0,30.0,2.0
2608.522949,0.7607421875,kc
2610.0,30.0,2.0
2640.0,30.0,2.0
2655.817383,0.6083984375,kc
2670.0,30.0,1.0
2700.0,30.0,2.0
2710.480713,0.912841796875,kc
2730.0,30.0,2.0
2751.07373,0.507080078125,kc
2760.0,30.0,2.0
2771.342773,0.862060546875,ambiguo
2790.0,30.0,2.0
2796.327148,0.524169921875,kc
2800.620117,0.52392578125,kc
2820.0,30.0,2.0
2828.73999,0.946533203125,ambiguo
2829.990723,0.74365234375,sw
2850.0,30.0,2.0
2874.791992,0.726806640625,ambiguo
2880.0,30.0,2.0
2899.37085,0.57470703125,kc
2910.0,30.0,2.0
2916.597656,0.422607421875,ambiguo
2930.380859,0.6083984375,kc
2940.0,30.0,2.0
2970.0,30.0,2.0
3000.0,30.0,2.0
3022.290527,0.912841796875,sw
3022.290527,0.912841796875,0.0
3030.0,30.0,2.0
3060.0,30.0,2.0
3074.249756,0.540771484375,sw
3086.680664,0.439453125,kc
3090.0,30.0,2.0
3092.579346,0.490234375,kc
3093.356934,1.013916015625,sw
3120.0,30.0,2.0
3150.0,30.0,2.0
3180.0,30.0,2.0
3210.0,30.0,2.0
3240.0,30.0,2.0
3270.0,30.0,2.0
3300.0,30.0,2.0
3330.0,30.0,2.0
3360.0,30.0,2.0
3390.0,30.0,2.0
3420.0,30.0,2.0
3450.0,30.0,3.0
3480.0,30.0,3.0
3510.0,30.0,3.0
3540.0,30.0,3.0
3570.0,30.0,3.0
3600.0,30.0,3.0
3630.0,30.0,4.0
3660.0,30.0,3.0
3690.0,30.0,3.0
3720.0,30.0,3.0
3750.0,30.0,3.0
3780.0,30.0,4.0
3810.0,30.0,3.0
3840.0,30.0,3.0
3870.0,30.0,3.0
3900.0,30.0,4.0
3930.0,30.0,4.0
3960.0,30.0,3.0
3990.0,30.0,3.0
4020.0,30.0,4.0
4050.0,30.0,3.0
4080.0,30.0,3.0
4110.0,30.0,3.0
4140.0,30.0,3.0
4170.0,30.0,4.0
4200.0,30.0,3.0
4230.0,30.0,3.0
4260.0,30.0,2.0
4290.0,30.0,2.0
4320.0,30.0,1.0
4350.0,30.0,1.0
4380.0,30.0,1.0
4410.0,30.0,2.0
4440.0,30.0,2.0
4470.0,30.0,2.0
4500.0,30.0,2.0
4530.0,30.0,2.0
4560.0,30.0,2.0
4590.0,30.0,2.0
4620.0,30.0,2.0
4650.0,30.0,2.0
4680.0,30.0,2.0
4710.0,30.0,2.0
4740.0,30.0,2.0
4770.0,30.0,2.0
4800.0,30.0,2.0
4830.0,30.0,2.0
4860.0,30.0,2.0
4890.0,30.0,2.0
4920.0,30.0,2.0
4950.0,30.0,2.0
4980.0,30.0,2.0
5010.0,30.0,2.0
5040.0,30.0,2.0
5070.0,30.0,2.0
5100.0,30.0,2.0
5130.0,30.0,2.0
5160.0,30.0,2.0
5190.0,30.0,2.0
5220.0,30.0,2.0
5250.0,30.0,2.0
5280.0,30.0,2.0
5310.0,30.0,2.0
5340.0,30.0,2.0
5370.0,30.0,2.0
5400.0,30.0,2.0
5430.0,30.0,2.0
5460.0,30.0,2.0
5490.0,30.0,2.0
5520.0,30.0,2.0
5550.0,30.0,2.0
5580.0,30.0,2.0
5610.0,30.0,2.0
5640.0,30.0,2.0
5670.0,30.0,2.0
5700.0,30.0,2.0
5730.0,30.0,2.0
5760.0,30.0,2.0
5790.0,30.0,2.0
5820.0,30.0,3.0
5850.0,30.0,2.0
5880.0,30.0,3.0
5910.0,30.0,3.0
5940.0,30.0,3.0
5970.0,30.0,3.0
6000.0,30.0,3.0
6030.0,30.0,3.0
6060.0,30.0,3.0
6090.0,30.0,3.0
6120.0,30.0,3.0
6150.0,30.0,3.0
6180.0,30.0,3.0
6210.0,30.0,3.0
6240.0,30.0,3.0
6270.0,30.0,3.0
6300.0,30.0,3.0
6330.0,30.0,4.0
6360.0,30.0,3.0
6390.0,30.0,3.0
6420.0,30.0,4.0
6450.0,30.0,4.0
6480.0,30.0,3.0
6510.0,30.0,4.0
6540.0,30.0,4.0
6570.0,30.0,4.0
6600.0,30.0,3.0
6630.0,30.0,4.0
6660.0,30.0,4.0
6690.0,30.0,4.0
6720.0,30.0,4.0
6750.0,30.0,3.0
6780.0,30.0,3.0
6810.0,30.0,3.0
6840.0,30.0,3.0
6870.0,30.0,3.0
6900.0,30.0,3.0
6930.0,30.0,3.0
6960.0,30.0,3.0
6990.0,30.0,3.0
7020.0,30.0,3.0
7050.0,30.0,3.0
7080.0,30.0,0.0
7110.0,30.0,1.0
7140.0,30.0,2.0
7170.0,30.0,2.0
7200.0,30.0,2.0
7230.0,30.0,2.0
7260.0,30.0,2.0
7290.0,30.0,2.0
7320.0,30.0,2.0
7350.0,30.0,2.0
7380.0,30.0,2.0
7410.0,30.0,2.0
7440.0,30.0,2.0
7470.0,30.0,2.0
7500.0,30.0,2.0
7530.0,30.0,2.0
7560.0,30.0,2.0
7590.0,30.0,2.0
7620.0,30.0,2.0
7650.0,30.0,2.0
7680.0,30.0,2.0
7710.0,30.0,2.0
7740.0,30.0,2.0
7770.0,30.0,2.0
7800.0,30.0,2.0
7830.0,30.0,2.0
7860.0,30.0,2.0
7890.0,30.0,2.0
7920.0,30.0,1.0
7950.0,30.0,2.0
7980.0,30.0,2.0
8010.0,30.0,2.0
8040.0,30.0,2.0
8070.0,30.0,2.0
8100.0,30.0,2.0
8130.0,30.0,5.0
8160.0,30.0,5.0
8190.0,30.0,5.0
8220.0,30.0,5.0
8250.0,30.0,5.0
8280.0,30.0,5.0
8310.0,30.0,5.0
8340.0,30.0,5.0
8370.0,30.0,1.0
8400.0,30.0,5.0
8430.0,30.0,5.0
8460.0,30.0,5.0
8490.0,30.0,5.0
8520.0,30.0,5.0
8550.0,30.0,5.0
8580.0,30.0,5.0
8610.0,30.0,5.0
8640.0,30.0,5.0
8670.0,30.0,5.0
8700.0,30.0,5.0
8730.0,30.0,1.0
8760.0,30.0,1.0
8790.0,30.0,5.0
8820.0,30.0,1.0
8850.0,30.0,1.0
8880.0,30.0,5.0
8910.0,30.0,5.0
8940.0,30.0,0.0
8970.0,30.0,1.0
9000.0,30.0,1.0
9030.0,30.0,1.0
9060.0,30.0,1.0
9090.0,30.0,2.0
9120.0,30.0,2.0
9150.0,30.0,2.0
9180.0,30.0,2.0
9210.0,30.0,2.0
9240.0,30.0,2.0
9270.0,30.0,2.0
9300.0,30.0,2.0
9330.0,30.0,2.0
9360.0,30.0,2.0
9390.0,30.0,2.0
9420.0,30.0,2.0
9450.0,30.0,2.0
9480.0,30.0,2.0
9510.0,30.0,2.0
9540.0,30.0,2.0
9570.0,30.0,2.0
9600.0,30.0,2.0
9630.0,30.0,2.0
9660.0,30.0,2.0
9690.0,30.0,2.0
9720.0,30.0,2.0
9750.0,30.0,2.0
9780.0,30.0,2.0
9810.0,30.0,2.0
9840.0,30.0,2.0
9870.0,30.0,2.0
9900.0,30.0,2.0
9930.0,30.0,2.0
9960.0,30.0,2.0
9990.0,30.0,2.0
10020.0,30.0,2.0
10050.0,30.0,2.0
10080.0,30.0,2.0
10110.0,30.0,2.0
10140.0,30.0,2.0
10170.0,30.0,2.0
10200.0,30.0,2.0
10230.0,30.0,2.0
10260.0,30.0,2.0
10290.0,30.0,2.0
10320.0,30.0,2.0
10350.0,30.0,2.0
10380.0,30.0,2.0
10410.0,30.0,2.0
10440.0,30.0,2.0
10470.0,30.0,2.0
10500.0,30.0,2.0
10530.0,30.0,2.0
10560.0,30.0,2.0
10590.0,30.0,0.0
10620.0,30.0,2.0
10650.0,30.0,2.0
10680.0,30.0,2.0
10710.0,30.0,2.0
10740.0,30.0,0.0
10770.0,30.0,2.0
10800.0,30.0,3.0
10830.0,30.0,2.0
10860.0,30.0,2.0
10890.0,30.0,2.0
10920.0,30.0,2.0
10950.0,30.0,2.0
10980.0,30.0,2.0
11010.0,30.0,2.0
11040.0,30.0,2.0
11070.0,30.0,2.0
11100.0,30.0,2.0
11130.0,30.0,2.0
11160.0,30.0,2.0
11190.0,30.0,2.0
11220.0,30.0,2.0
11250.0,30.0,2.0
11280.0,30.0,2.0
11310.0,30.0,2.0
11340.0,30.0,2.0
11370.0,30.0,2.0
11400.0,30.0,2.0
11430.0,30.0,2.0
11460.0,30.0,2.0
11490.0,30.0,5.0
11520.0,30.0,5.0
11550.0,30.0,2.0
11580.0,30.0,2.0
11610.0,30.0,2.0
11640.0,30.0,2.0
11670.0,30.0,2.0
11700.0,30.0,2.0
11730.0,30.0,2.0
11760.0,30.0,2.0
11790.0,30.0,2.0
11820.0,30.0,2.0
11850.0,30.0,2.0
11880.0,30.0,2.0
11910.0,30.0,2.0
11940.0,30.0,2.0
11970.0,30.0,2.0
12000.0,30.0,2.0
12030.0,30.0,2.0
12060.0,30.0,2.0
12090.0,30.0,2.0
12120.0,30.0,2.0
12150.0,30.0,2.0
12180.0,30.0,2.0
12210.0,30.0,2.0
12240.0,30.0,2.0
12270.0,30.0,2.0
12300.0,30.0,2.0
12330.0,30.0,2.0
12360.0,30.0,2.0
12390.0,30.0,2.0
12420.0,30.0,2.0
12450.0,30.0,2.0
12480.0,30.0,2.0
12510.0,30.0,2.0
12540.0,30.0,2.0
12570.0,30.0,2.0
12600.0,30.0,2.0
12630.0,30.0,2.0
12660.0,30.0,2.0
12690.0,30.0,2.0
12720.0,30.0,2.0
12750.0,30.0,2.0
12780.0,30.0,2.0
12810.0,30.0,2.0
12840.0,30.0,2.0
12870.0,30.0,2.0
12900.0,30.0,2.0
12930.0,30.0,2.0
12960.0,30.0,2.0
12990.0,30.0,2.0
13020.0,30.0,2.0
13050.0,30.0,2.0
13080.0,30.0,2.0
13110.0,30.0,2.0
13140.0,30.0,2.0
13170.0,30.0,2.0
13200.0,30.0,2.0
13230.0,30.0,2.0
13260.0,30.0,2.0
13290.0,30.0,2.0
13320.0,30.0,2.0
13350.0,30.0,2.0
13380.0,30.0,2.0
13410.0,30.0,2.0
13440.0,30.0,2.0
13470.0,30.0,2.0
13500.0,30.0,2.0
13530.0,30.0,2.0
13560.0,30.0,2.0
13590.0,30.0,2.0
13620.0,30.0,2.0
13650.0,30.0,2.0
13680.0,30.0,2.0
13710.0,30.0,2.0
13740.0,30.0,2.0
13770.0,30.0,2.0
13800.0,30.0,2.0
13830.0,30.0,2.0
13860.0,30.0,2.0
13890.0,30.0,2.0
13920.0,30.0,2.0
13950.0,30.0,2.0
13980.0,30.0,2.0
14010.0,30.0,2.0
14040.0,30.0,2.0
14070.0,30.0,2.0
14100.0,30.0,2.0
14130.0,30.0,2.0
14160.0,30.0,2.0
14190.0,30.0,2.0
14220.0,30.0,2.0
14250.0,30.0,5.0
14280.0,30.0,5.0
14310.0,30.0,5.0
14340.0,30.0,5.0
14370.0,30.0,5.0
14400.0,30.0,5.0
14430.0,30.0,5.0
14460.0,30.0,5.0
14490.0,30.0,5.0
14520.0,30.0,5.0
14550.0,30.0,5.0
14580.0,30.0,5.0
14610.0,30.0,5.0
14640.0,30.0,5.0
14670.0,30.0,5.0
14700.0,30.0,5.0
14730.0,30.0,5.0
14760.0,30.0,5.0
14790.0,30.0,5.0
14820.0,30.0,5.0
14850.0,30.0,5.0
14880.0,30.0,5.0
14910.0,30.0,5.0
14940.0,30.0,5.0
14970.0,30.0,5.0
15000.0,30.0,1.0
15030.0,30.0,1.0
15060.0,30.0,0.0
15090.0,30.0,0.0
15120.0,30.0,1.0
15150.0,30.0,1.0
15180.0,30.0,1.0
15210.0,30.0,1.0
15240.0,30.0,1.0
15270.0,30.0,0.0
15300.0,30.0,0.0
15330.0,30.0,1.0
15360.0,30.0,1.0
15390.0,30.0,1.0
15420.0,30.0,1.0
15450.0,30.0,1.0
15480.0,30.0,1.0
15510.0,30.0,1.0
15540.0,30.0,1.0
15570.0,30.0,1.0
15600.0,30.0,1.0
15630.0,30.0,1.0
15660.0,30.0,2.0
15690.0,30.0,0.0
15720.0,30.0,1.0
15750.0,30.0,2.0
15780.0,30.0,2.0
15810.0,30.0,2.0
15840.0,30.0,2.0
15870.0,30.0,2.0
15900.0,30.0,2.0
15930.0,30.0,2.0
15960.0,30.0,2.0
15990.0,30.0,2.0
16020.0,30.0,2.0
16050.0,30.0,2.0
16080.0,30.0,2.0
16110.0,30.0,2.0
16140.0,30.0,2.0
16170.0,30.0,2.0
16200.0,30.0,2.0
16230.0,30.0,2.0
16260.0,30.0,2.0
16290.0,30.0,2.0
16320.0,30.0,2.0
16350.0,30.0,2.0
16380.0,30.0,2.0
16410.0,30.0,2.0
16440.0,30.0,2.0
16470.0,30.0,2.0
16500.0,30.0,2.0
16530.0,30.0,2.0
16560.0,30.0,2.0
16590.0,30.0,2.0
16620.0,30.0,2.0
16650.0,30.0,2.0
16680.0,30.0,2.0
16710.0,30.0,2.0
16740.0,30.0,2.0
16770.0,30.0,2.0
16800.0,30.0,2.0
16830.0,30.0,2.0
16860.0,30.0,2.0
16890.0,30.0,2.0
16920.0,30.0,2.0
16950.0,30.0,2.0
16980.0,30.0,2.0
17010.0,30.0,2.0
17040.0,30.0,2.0
17070.0,30.0,2.0
17100.0,30.0,2.0
17130.0,30.0,2.0
17160.0,30.0,2.0
17190.0,30.0,2.0
17220.0,30.0,2.0
17250.0,30.0,3.0
17280.0,30.0,2.0
17310.0,30.0,2.0
17340.0,30.0,2.0
17370.0,30.0,2.0
17400.0,30.0,2.0
17430.0,30.0,2.0
17460.0,30.0,2.0
17490.0,30.0,2.0
17520.0,30.0,2.0
17550.0,30.0,2.0
17580.0,30.0,2.0
17610.0,30.0,2.0
17640.0,30.0,2.0
17670.0,30.0,2.0
17700.0,30.0,2.0
17730.0,30.0,2.0
17760.0,30.0,2.0
17790.0,30.0,2.0
17820.0,30.0,2.0
17850.0,30.0,2.0
17880.0,30.0,2.0
17910.0,30.0,2.0
17940.0,30.0,2.0
17970.0,30.0,2.0
18000.0,30.0,1.0
18030.0,30.0,1.0
18060.0,30.0,2.0
18090.0,30.0,2.0
18120.0,30.0,2.0
18150.0,30.0,2.0
18180.0,30.0,2.0
18210.0,30.0,2.0
18240.0,30.0,2.0
18270.0,30.0,2.0
18300.0,30.0,2.0
18330.0,30.0,2.0
18360.0,30.0,2.0
18390.0,30.0,2.0
18420.0,30.0,2.0
18450.0,30.0,2.0
18480.0,30.0,2.0
18510.0,30.0,2.0
18540.0,30.0,2.0
18570.0,30.0,2.0
18600.0,30.0,2.0
18630.0,30.0,2.0
18660.0,30.0,2.0
18690.0,30.0,2.0
18720.0,30.0,2.0
18750.0,30.0,2.0
18780.0,30.0,2.0
18810.0,30.0,2.0
18840.0,30.0,2.0
18870.0,30.0,2.0
18900.0,30.0,2.0
18930.0,30.0,2.0
18960.0,30.0,2.0
18990.0,30.0,2.0
19020.0,30.0,2.0
19050.0,30.0,2.0
19080.0,30.0,2.0
19110.0,30.0,2.0
19140.0,30.0,1.0
19170.0,30.0,1.0
19200.0,30.0,2.0
19230.0,30.0,1.0
19260.0,30.0,1.0
19290.0,30.0,5.0
19320.0,30.0,5.0
19350.0,30.0,5.0
19380.0,30.0,5.0
19410.0,30.0,5.0
19440.0,30.0,5.0
19470.0,30.0,5.0
19500.0,30.0,5.0
19530.0,30.0,5.0
19560.0,30.0,5.0
19590.0,30.0,5.0
19620.0,30.0,5.0
19650.0,30.0,5.0
19680.0,30.0,1.0
19710.0,30.0,5.0
19740.0,30.0,1.0
19770.0,30.0,1.0
19800.0,30.0,1.0
19830.0,30.0,1.0
19860.0,30.0,0.0
19890.0,30.0,1.0
19920.0,30.0,1.0
19950.0,30.0,1.0
19980.0,30.0,1.0
20010.0,30.0,1.0
20040.0,30.0,1.0
20070.0,30.0,1.0
20100.0,30.0,1.0
20130.0,30.0,1.0
20160.0,30.0,2.0
20190.0,30.0,2.0
20220.0,30.0,2.0
20250.0,30.0,2.0
20280.0,30.0,2.0
20310.0,30.0,2.0
20340.0,30.0,2.0
20370.0,30.0,2.0
20400.0,30.0,2.0
20430.0,30.0,2.0
20460.0,30.0,2.0
20490.0,30.0,5.0
20520.0,30.0,5.0
20550.0,30.0,2.0
20580.0,30.0,2.0
20610.0,30.0,2.0
20640.0,30.0,2.0
20670.0,30.0,2.0
20700.0,30.0,2.0
20730.0,30.0,2.0
20760.0,30.0,2.0
20790.0,30.0,2.0
20820.0,30.0,2.0
20850.0,30.0,2.0
20880.0,30.0,2.0
20910.0,30.0,2.0
20940.0,30.0,2.0
20970.0,30.0,2.0
21000.0,30.0,2.0
21030.0,30.0,2.0
21060.0,30.0,2.0
21090.0,30.0,2.0
21120.0,30.0,2.0
21150.0,30.0,2.0
21180.0,30.0,2.0
21210.0,30.0,2.0
21240.0,30.0,1.0
21270.0,30.0,0.0
21300.0,30.0,1.0
21330.0,30.0,2.0
21360.0,30.0,2.0
21390.0,30.0,2.0
21420.0,30.0,2.0
21450.0,30.0,2.0
21480.0,30.0,2.0
21510.0,30.0,2.0
21540.0,30.0,2.0
21570.0,30.0,2.0
21600.0,30.0,2.0
21630.0,30.0,2.0
21660.0,30.0,2.0
21690.0,30.0,2.0
21720.0,30.0,2.0
21750.0,30.0,2.0
21780.0,30.0,2.0
21810.0,30.0,2.0
21840.0,30.0,2.0
21870.0,30.0,2.0
21900.0,30.0,2.0
21930.0,30.0,2.0
21960.0,30.0,2.0
21990.0,30.0,2.0
22020.0,30.0,2.0
22050.0,30.0,2.0
22080.0,30.0,2.0
22110.0,30.0,2.0
22140.0,30.0,2.0
22170.0,30.0,2.0
22200.0,30.0,2.0
22230.0,30.0,2.0
22260.0,30.0,2.0
22290.0,30.0,2.0
22320.0,30.0,2.0
22350.0,30.0,2.0
22380.0,30.0,2.0
22410.0,30.0,2.0
22440.0,30.0,2.0
22470.0,30.0,2.0
22500.0,30.0,2.0
22530.0,30.0,2.0
22560.0,30.0,2.0
22590.0,30.0,2.0
22620.0,30.0,2.0
22650.0,30.0,2.0
22680.0,30.0,2.0
22710.0,30.0,2.0
22740.0,30.0,2.0
22770.0,30.0,2.0
22800.0,30.0,2.0
22830.0,30.0,2.0
22860.0,30.0,2.0
22890.0,30.0,2.0
22920.0,30.0,2.0
22950.0,30.0,2.0
22980.0,30.0,2.0
23010.0,30.0,2.0
23040.0,30.0,2.0
23070.0,30.0,2.0
23100.0,30.0,2.0
23130.0,30.0,2.0
23160.0,30.0,2.0
23190.0,30.0,2.0
23220.0,30.0,2.0
23250.0,30.0,2.0
23280.0,30.0,2.0
23310.0,30.0,2.0
23340.0,30.0,2.0
23370.0,30.0,2.0
23400.0,30.0,2.0
23430.0,30.0,2.0
23460.0,30.0,2.0
23490.0,30.0,2.0
23520.0,30.0,2.0
23550.0,30.0,2.0
23580.0,30.0,2.0
23610.0,30.0,2.0
23640.0,30.0,2.0
23670.0,30.0,2.0
23700.0,30.0,2.0
23730.0,30.0,2.0
23760.0,30.0,2.0
23790.0,30.0,2.0
23820.0,30.0,2.0
23850.0,30.0,2.0
23880.0,30.0,2.0
23910.0,30.0,1.0
23940.0,30.0,1.0
23970.0,30.0,2.0
24000.0,30.0,0.0
24030.0,30.0,1.0
24060.0,30.0,1.0
24090.0,30.0,0.0
24120.0,30.0,1.0
24150.0,30.0,1.0
